"cep" "long" "lat"
81260250 -49.34719 -25.48828
81260260 -49.35046 -25.48867
81260270 -49.35286 -25.48387
81260280 -49.35013 -25.48671
81260282 -49.35262 -25.47983
81260290 -49.34923 -25.48752
81260300 -49.34836 -25.48558
81260310 -49.34921 -25.48487
81260320 -49.34846 -25.48661
81260330 -49.35376 -25.48598
81260340 -49.35453 -25.48517
81260350 -49.34956 -25.48294
81260360 -49.35081 -25.48645
81260370 -49.35412 -25.47923
81260410 -49.35011 -25.48803
81260420 -49.35243 -25.48055
81260430 -49.35899 -25.46481
81260432 -49.35262 -25.47983
81260440 -49.35309 -25.48674
81260450 -49.35484 -25.48593
81260460 -49.35289 -25.48568
81260480 -49.34799 -25.48644
81260490 -49.36199 -25.46315
81260500 -49.36318 -25.46362
81260530 -49.3518 -25.47587
81265000 -49.37572 -25.47127
81265010 -49.37572 -25.47127
81265020 -49.37572 -25.47127
81265030 -49.37572 -25.47127
81265040 -49.37578 -25.45774
81265050 -49.37572 -25.47127
81265060 -49.38123 -25.45537
81265080 -49.37572 -25.47127
81265100 -49.37572 -25.47127
81265110 -49.37572 -25.47127
81265120 -49.37572 -25.47127
81265130 -49.37572 -25.47127
81265140 -49.37572 -25.47127
81265150 -49.37572 -25.47127
81265210 -49.36921 -25.46443
81265220 -49.35987 -25.4747
81265223 -49.37572 -25.47127
81265225 -49.37572 -25.47127
81265228 -49.37572 -25.47127
81265230 -49.37572 -25.47127
81265240 -49.37572 -25.47127
81265250 -49.37572 -25.47127
81265260 -49.37572 -25.47127
81265270 -49.37572 -25.47127
81265280 -49.37572 -25.47127
81265290 -49.37572 -25.47127
81265300 -49.37572 -25.47127
81265310 -49.37572 -25.47127
81265320 -49.37572 -25.47127
81265330 -49.37572 -25.47127
81265340 -49.3596 -25.47894
81265350 -49.35811 -25.47863
81265360 -49.35813 -25.47929
81265364 -49.37572 -25.47127
81265370 -49.35815 -25.47995
81265380 -49.35983 -25.48023
81265420 -49.37572 -25.47127
81265430 -49.37572 -25.47127
81265440 -49.37572 -25.47127
81265450 -49.37572 -25.47127
81265460 -49.37572 -25.47127
81265470 -49.37572 -25.47127
81265480 -49.37572 -25.47127
81265490 -49.37572 -25.47127
81270010 -49.35131 -25.44908
81270020 -49.35009 -25.46184
81270030 -49.35582 -25.45189
81270040 -49.35364 -25.45201
81270050 -49.35005 -25.46963
81270052 -49.35009 -25.46184
81270070 -49.35332 -25.45298
81270080 -49.35511 -25.45394
81270090 -49.353 -25.45398
81270100 -49.34994 -25.45492
81270102 -49.35192 -25.45631
81270110 -49.35362 -25.45606
81270120 -49.34514 -25.45459
81270130 -49.35351 -25.45715
81270140 -49.3531 -25.45779
81270150 -49.35197 -25.45748
81270160 -49.35141 -25.45834
81270170 -49.35087 -25.45919
81270180 -49.35159 -25.47037
81270190 -49.35041 -25.45989
81270200 -49.35009 -25.46184
81270210 -49.35782 -25.45607
81270214 -49.35009 -25.46184
81270215 -49.35009 -25.46184
81270216 -49.35009 -25.46184
81270217 -49.35009 -25.46184
81270218 -49.35009 -25.46184
81270219 -49.35009 -25.46184
81270220 -49.35329 -25.45893
81270230 -49.35493 -25.45448
81270240 -49.35384 -25.4542
81270250 -49.35362 -25.45606
81270260 -49.35108 -25.46084
81270270 -49.35138 -25.45946
81270280 -49.35023 -25.46018
81270290 -49.35025 -25.45886
81270300 -49.34978 -25.45861
81270301 -49.35009 -25.46184
81270302 -49.35009 -25.46184
81270303 -49.35009 -25.46184
81270304 -49.35009 -25.46184
81270305 -49.24941 -25.54915
81270310 -49.35331 -25.45071
81270311 -49.35009 -25.46184
81270313 -49.35009 -25.46184
81270314 -49.35009 -25.46184
81270315 -49.35009 -25.46184
81270320 -49.35234 -25.45272
81270321 -49.35009 -25.46184
81270322 -49.35009 -25.46184
81270323 -49.35009 -25.46184
81270324 -49.35009 -25.46184
81270330 -49.34809 -25.45581
81270340 -49.34531 -25.45214
81270350 -49.35133 -25.45477
81270360 -49.34529 -25.45595
81270370 -49.35161 -25.46483
81270380 -49.34434 -25.45663
81270390 -49.34425 -25.45725
81270400 -49.34328 -25.45755
81270410 -49.34363 -25.45605
81270420 -49.34873 -25.4489
81270440 -49.34821 -25.44813
81270450 -49.34754 -25.44844
81270452 -49.34871 -25.44844
81270456 -49.34803 -25.44799
81270460 -49.34502 -25.44869
81270470 -49.34694 -25.445
81270480 -49.34525 -25.44737
81270490 -49.34578 -25.44438
81270500 -49.34347 -25.44756
81270510 -49.34463 -25.44377
81270520 -49.3429 -25.44614
81270530 -49.34621 -25.44369
81270532 -49.34547 -25.44244
81270540 -49.34463 -25.44377
81270550 -49.34335 -25.44525
81270560 -49.3429 -25.44614
81270570 -49.34246 -25.44704
81270580 -49.34216 -25.44804
81270590 -49.34622 -25.45713
81270600 -49.34608 -25.4568
81270610 -49.35081 -25.45483
81270620 -49.34434 -25.45663
81270640 -49.34589 -25.45628
81270650 -49.35009 -25.46184
81270670 -49.34989 -25.45444
81270680 -49.34936 -25.45449
81270690 -49.34681 -25.45445
81270700 -49.3514 -25.45527
81270720 -49.34508 -25.45404
81270730 -49.34357 -25.45472
81280000 -49.35262 -25.44066
81280010 -49.35263 -25.44077
81280012 -49.35262 -25.44066
81280015 -49.35262 -25.44066
81280020 -49.35516 -25.4346
81280022 -49.35262 -25.44066
81280024 -49.35262 -25.44066
81280026 -49.35262 -25.44066
81280030 -49.35377 -25.4354
81280032 -49.35262 -25.44066
81280034 -49.35262 -25.44066
81280036 -49.35262 -25.44066
81280040 -49.35817 -25.43626
81280045 -49.35262 -25.44066
81280046 -49.35262 -25.44066
81280047 -49.35262 -25.44066
81280048 -49.35262 -25.44066
81280050 -49.35512 -25.43701
81280055 -49.35262 -25.44066
81280056 -49.35262 -25.44066
81280060 -49.3495 -25.44109
81280070 -49.34957 -25.43566
81280080 -49.3551 -25.4378
81280090 -49.35681 -25.43862
81280100 -49.35679 -25.43942
81280110 -49.35378 -25.44049
81280120 -49.35678 -25.44021
81280123 -49.35262 -25.44066
81280125 -49.35262 -25.44066
81280130 -49.35262 -25.44066
81280140 -49.35262 -25.44066
81280150 -49.36194 -25.43857
81280160 -49.36144 -25.4387
81280170 -49.36078 -25.43588
81280175 -49.35262 -25.44066
81280180 -49.36001 -25.43907
81280185 -49.35262 -25.44066
81280190 -49.35945 -25.43628
81280195 -49.35262 -25.44066
81280200 -49.35813 -25.43785
81280210 -49.35683 -25.43782
81280220 -49.35504 -25.44019
81280240 -49.35375 -25.43619
81280250 -49.3524 -25.43616
81280260 -49.3514 -25.43527
81280270 -49.34818 -25.43725
81280280 -49.34969 -25.43825
81280290 -49.35678 -25.44099
81280292 -49.35262 -25.44066
81280300 -49.34912 -25.43908
81280310 -49.34709 -25.43874
81280320 -49.34872 -25.44059
81280330 -49.35336 -25.44184
81280340 -49.35294 -25.44345
81280345 -49.35349 -25.44839
81280350 -49.35141 -25.44378
81280355 -49.35262 -25.44066
81280370 -49.36088 -25.44805
81280390 -49.35289 -25.44563
81280400 -49.36233 -25.43631
81280420 -49.35262 -25.44066
81280430 -49.35129 -25.43933
81280440 -49.34912 -25.43908
81280450 -49.36005 -25.43468
81280460 -49.35886 -25.43984
81280470 -49.358 -25.44165
81280472 -49.35262 -25.44066
81280480 -49.35928 -25.44025
81280488 -49.35262 -25.44066
81280490 -49.36246 -25.43573
81280500 -49.35338 -25.43937
81280510 -49.35208 -25.4391
81280520 -49.35208 -25.4391
81280980 -49.35262 -25.44066
81290000 -49.34628 -25.48873
81290010 -49.36387 -25.45116
81290020 -49.36694 -25.43395
81290040 -49.36555 -25.43772
81290050 -49.36518 -25.44007
81290060 -49.37026 -25.44132
81290070 -49.3645 -25.44479
81290080 -49.37706 -25.44534
81290100 -49.34628 -25.48873
81290110 -49.34628 -25.48873
81290240 -49.36603 -25.45108
81290250 -49.3717 -25.43297
81290280 -49.36387 -25.45116
81295000 -49.37801 -25.43931
81305000 -49.32598 -25.50398
81305010 -49.32762 -25.5095
81305020 -49.32731 -25.50994
81305030 -49.32664 -25.51047
81305035 -49.32643 -25.50984
81305040 -49.32399 -25.50309
81305050 -49.32672 -25.50975
81305060 -49.32722 -25.50887
81305070 -49.32683 -25.50898
81305080 -49.32642 -25.50909
81305090 -49.32601 -25.5092
81305110 -49.3266 -25.50905
81305120 -49.32716 -25.50813
81305130 -49.32676 -25.50825
81305140 -49.32637 -25.50835
81305150 -49.32596 -25.50847
81305160 -49.32555 -25.50858
81305170 -49.32665 -25.50718
81305180 -49.32626 -25.50729
81305185 -49.32568 -25.50819
81305190 -49.32585 -25.5074
81305210 -49.32545 -25.50751
81305220 -49.32626 -25.50729
81305230 -49.3266 -25.50645
81305240 -49.3262 -25.50656
81305250 -49.32569 -25.50635
81305260 -49.3254 -25.50678
81305270 -49.32598 -25.50398
81305280 -49.32608 -25.50547
81305290 -49.32567 -25.50558
81305300 -49.32603 -25.50661
81305310 -49.32529 -25.5057
81305315 -49.32512 -25.5065
81305320 -49.32489 -25.50581
81305330 -49.32567 -25.50558
81305340 -49.32602 -25.50471
81305350 -49.32562 -25.50483
81305360 -49.32512 -25.50462
81305370 -49.32484 -25.50506
81305380 -49.32544 -25.50487
81305390 -49.32551 -25.50377
81305400 -49.32598 -25.50398
81305410 -49.32511 -25.50388
81305420 -49.32472 -25.50399
81305430 -49.32433 -25.50409
81305440 -49.32511 -25.50388
81305460 -49.32505 -25.50315
81305470 -49.32456 -25.50293
81305480 -49.32427 -25.50337
81305490 -49.32387 -25.50349
81305510 -49.32496 -25.50209
81305520 -49.32479 -25.50286
81305530 -49.32342 -25.5014
81305540 -49.32376 -25.50242
81305550 -49.32433 -25.50225
81305560 -49.3249 -25.50134
81305570 -49.3245 -25.50145
81305580 -49.3241 -25.50158
81305590 -49.3237 -25.50168
81305600 -49.32598 -25.50398
81305610 -49.32433 -25.5015
81305620 -49.32439 -25.50034
81305630 -49.32399 -25.50046
81305640 -49.32357 -25.50058
81305660 -49.32465 -25.50587
81305670 -49.32252 -25.50087
81305680 -49.32281 -25.50175
81305700 -49.32455 -25.50477
81305710 -49.32319 -25.50292
81305720 -49.32416 -25.50231
81305730 -49.32281 -25.50175
81305750 -49.32699 -25.50968
81310000 -49.32218 -25.49415
81310010 -49.31268 -25.49554
81310020 -49.32785 -25.49438
81310025 -49.32218 -25.49415
81310026 -49.32218 -25.49415
81310030 -49.32245 -25.49645
81310032 -49.32218 -25.49415
81310050 -49.31884 -25.50107
81310060 -49.32218 -25.49415
81310070 -49.32152 -25.49772
81310090 -49.32387 -25.49978
81310100 -49.32326 -25.49967
81310110 -49.32267 -25.49957
81310120 -49.32126 -25.49966
81310130 -49.32157 -25.50059
81310140 -49.32071 -25.49981
81310150 -49.32019 -25.49996
81310160 -49.31349 -25.49999
81310170 -49.32048 -25.50089
81310180 -49.31724 -25.49946
81310190 -49.31549 -25.4994
81310200 -49.31512 -25.50001
81310210 -49.31477 -25.50061
81310220 -49.31313 -25.5006
81310230 -49.30987 -25.50332
81310240 -49.31512 -25.50001
81310250 -49.31407 -25.50183
81310260 -49.31499 -25.50303
81310270 -49.31491 -25.49846
81310280 -49.31905 -25.50024
81310290 -49.31967 -25.49948
81310300 -49.31314 -25.50168
81310310 -49.31862 -25.50011
81310320 -49.3176 -25.49884
81310340 -49.31877 -25.5043
81310350 -49.31701 -25.50433
81310360 -49.3203 -25.50486
81310370 -49.31862 -25.50011
81310380 -49.32012 -25.50436
81310390 -49.31978 -25.50081
81310400 -49.32218 -25.49415
81310405 -49.32218 -25.49415
81310406 -49.32218 -25.49415
81310407 -49.32218 -25.49415
81310408 -49.32218 -25.49415
81310410 -49.32218 -25.49415
81310415 -49.32218 -25.49415
81310416 -49.32218 -25.49415
81310417 -49.32218 -25.49415
81310420 -49.32218 -25.49415
81310425 -49.32218 -25.49415
81310430 -49.32218 -25.49415
81310436 -49.32218 -25.49415
81310437 -49.32218 -25.49415
81310440 -49.32218 -25.49415
81310445 -49.32218 -25.49415
81310446 -49.32218 -25.49415
81312000 -49.31203 -25.50544
81312020 -49.31203 -25.50544
81312030 -49.31203 -25.50544
81312050 -49.31207 -25.50479
81312090 -49.31088 -25.5042
81312110 -49.31203 -25.50544
81312120 -49.31203 -25.50544
81312140 -49.31203 -25.50544
81312160 -49.31203 -25.50544
81312170 -49.31203 -25.50544
81315000 -49.32725 -25.51052
81315010 -49.32046 -25.50144
81315015 -49.32507 -25.51237
81315020 -49.32086 -25.50133
81315030 -49.32126 -25.50122
81315040 -49.32167 -25.50111
81315050 -49.32111 -25.50205
81315060 -49.32088 -25.50211
81315070 -49.3213 -25.502
81315080 -49.32178 -25.50221
81315090 -49.32218 -25.5021
81315095 -49.32178 -25.50221
81315110 -49.32162 -25.503
81315120 -49.32104 -25.50316
81315130 -49.32145 -25.50305
81315140 -49.32185 -25.50294
81315150 -49.32224 -25.50283
81315160 -49.32167 -25.50374
81315170 -49.32144 -25.5038
81315180 -49.32195 -25.50401
81315190 -49.32234 -25.5039
81315210 -49.32274 -25.50379
81315220 -49.32217 -25.50468
81315230 -49.32161 -25.50484
81315240 -49.32201 -25.50473
81315250 -49.32263 -25.50531
81315260 -49.32281 -25.50452
81315270 -49.32223 -25.50542
81315272 -49.32725 -25.51052
81315280 -49.32201 -25.50548
81315290 -49.3224 -25.50537
81315310 -49.32291 -25.50559
81315315 -49.32291 -25.50559
81315320 -49.32331 -25.50548
81315330 -49.32274 -25.5064
81315340 -49.32218 -25.50656
81315350 -49.32257 -25.50645
81315360 -49.32297 -25.50633
81315370 -49.32336 -25.50623
81315380 -49.32281 -25.50715
81315390 -49.32389 -25.5072
81315410 -49.32349 -25.50731
81315420 -49.32299 -25.50711
81315430 -49.32258 -25.50722
81315440 -49.32388 -25.50979
81315450 -49.32275 -25.50827
81315460 -49.32315 -25.50816
81315470 -49.32377 -25.50872
81315480 -49.32395 -25.50793
81315490 -49.32338 -25.50883
81315510 -49.32315 -25.5089
81315520 -49.32356 -25.50878
81315530 -49.32405 -25.50899
81315540 -49.32445 -25.50888
81315550 -49.32332 -25.50811
81315560 -49.32331 -25.50994
81315570 -49.32371 -25.50984
81315580 -49.32411 -25.50972
81315590 -49.32451 -25.50962
81315600 -49.32725 -25.51052
81315610 -49.32394 -25.51052
81315620 -49.32371 -25.51059
81315630 -49.32411 -25.51048
81315640 -49.32461 -25.51068
81315650 -49.325 -25.51057
81315660 -49.32378 -25.50611
81315670 -49.32091 -25.50371
81315675 -49.32725 -25.51052
81315680 -49.32548 -25.51123
81315690 -49.32529 -25.50923
81315700 -49.32725 -25.51052
81315710 -49.32461 -25.51068
81315730 -49.32349 -25.50731
81315740 -49.32562 -25.51022
81315900 -49.32725 -25.51052
81320000 -49.32218 -25.47457
81320010 -49.31321 -25.47734
81320020 -49.3147 -25.47869
81320030 -49.31646 -25.47976
81320040 -49.31583 -25.48019
81320050 -49.31661 -25.48144
81320060 -49.31622 -25.48082
81320070 -49.31561 -25.47828
81320080 -49.31664 -25.47777
81320090 -49.31591 -25.47649
81320100 -49.31757 -25.47731
81320102 -49.32218 -25.47457
81320110 -49.32172 -25.47977
81320118 -49.32218 -25.47457
81320120 -49.31979 -25.47964
81320130 -49.32005 -25.4803
81320140 -49.32112 -25.48077
81320150 -49.32112 -25.48077
81320160 -49.32246 -25.48229
81320170 -49.32246 -25.48229
81320180 -49.32357 -25.47432
81320185 -49.32218 -25.47457
81320190 -49.32217 -25.47213
81320200 -49.32143 -25.47299
81320210 -49.32143 -25.47243
81320220 -49.3206 -25.47396
81320230 -49.31983 -25.47412
81320240 -49.31923 -25.47503
81320250 -49.31102 -25.4762
81320252 -49.31818 -25.47515
81320260 -49.31392 -25.47469
81320270 -49.31392 -25.47469
81320280 -49.31215 -25.47418
81320290 -49.31082 -25.47537
81320300 -49.31059 -25.47453
81320310 -49.30927 -25.47572
81320320 -49.31192 -25.47334
81320330 -49.31369 -25.47196
81320340 -49.31506 -25.47224
81320342 -49.31666 -25.47185
81320350 -49.317 -25.47257
81320360 -49.31666 -25.47185
81320370 -49.31721 -25.47139
81320390 -49.31906 -25.47104
81320420 -49.32053 -25.4787
81320440 -49.32563 -25.47307
81320460 -49.31905 -25.47429
81320470 -49.32295 -25.47305
81320490 -49.32218 -25.47457
81320500 -49.32631 -25.47346
81320502 -49.32218 -25.47457
81320505 -49.32218 -25.47457
81320510 -49.32817 -25.4771
81320520 -49.31798 -25.47856
81320540 -49.32297 -25.47226
81320560 -49.32218 -25.47457
81330000 -49.32725 -25.48605
81330010 -49.32987 -25.48573
81330020 -49.32932 -25.48742
81330030 -49.33344 -25.49046
81330040 -49.33379 -25.48908
81330050 -49.33298 -25.48784
81330060 -49.33052 -25.49035
81330070 -49.32929 -25.48347
81330080 -49.33452 -25.48651
81330090 -49.33146 -25.48631
81330100 -49.33452 -25.48651
81330110 -49.33345 -25.48553
81330120 -49.33143 -25.48539
81330130 -49.32987 -25.48573
81330140 -49.32939 -25.48521
81330150 -49.32889 -25.48473
81330160 -49.32838 -25.48419
81330170 -49.32872 -25.48295
81330180 -49.32935 -25.48246
81330190 -49.32532 -25.47874
81330200 -49.32725 -25.48605
81330210 -49.3356 -25.48553
81330220 -49.33447 -25.48356
81330230 -49.33462 -25.48299
81330240 -49.33443 -25.4812
81330250 -49.33315 -25.48261
81330260 -49.33118 -25.48196
81330270 -49.33251 -25.48209
81330280 -49.33118 -25.48196
81330290 -49.32934 -25.48148
81330300 -49.33078 -25.48031
81330302 -49.32725 -25.48605
81330304 -49.32725 -25.48605
81330310 -49.32748 -25.4782
81330320 -49.31425 -25.49179
81330330 -49.32473 -25.48063
81330340 -49.32597 -25.48051
81330350 -49.32344 -25.4832
81330360 -49.32383 -25.48378
81330370 -49.32622 -25.4831
81330380 -49.32455 -25.48498
81330390 -49.32334 -25.48637
81330400 -49.32492 -25.48559
81330410 -49.32604 -25.48591
81330420 -49.32643 -25.48651
81330430 -49.32543 -25.48778
81330440 -49.32716 -25.48769
81330450 -49.32754 -25.48831
81330460 -49.32598 -25.48988
81330470 -49.32543 -25.48778
81330480 -49.32486 -25.48808
81330490 -49.32611 -25.49178
81330500 -49.32716 -25.48769
81330510 -49.32989 -25.4907
81330520 -49.32894 -25.48916
81330530 -49.3296 -25.48882
81330540 -49.32894 -25.48916
81330550 -49.32334 -25.48637
81330570 -49.33507 -25.487
81330580 -49.32725 -25.48605
81330590 -49.33396 -25.48601
81330600 -49.32033 -25.48102
81330610 -49.33289 -25.48085
81330620 -49.33425 -25.4887
81330630 -49.32287 -25.48079
81330640 -49.33331 -25.48946
81330650 -49.32397 -25.47994
81330660 -49.32745 -25.48001
81330670 -49.33295 -25.48334
81330680 -49.33425 -25.4887
81350000 -49.33233 -25.49753
81350010 -49.33233 -25.49753
81350012 -49.33233 -25.49753
81350014 -49.33233 -25.49753
81350016 -49.33233 -25.49753
81350020 -49.32725 -25.4926
81350035 -49.33233 -25.49753
81350040 -49.3284 -25.49228
81350050 -49.32957 -25.49203
81350060 -49.32957 -25.49203
81350080 -49.33222 -25.49133
81350090 -49.33149 -25.49834
81350100 -49.33517 -25.49684
81350110 -49.33336 -25.49102
81350112 -49.33244 -25.49052
81350114 -49.33187 -25.49046
81350120 -49.33586 -25.49044
81350130 -49.34155 -25.49137
81350140 -49.34155 -25.4924
81350150 -49.34155 -25.4924
81350160 -49.33233 -25.49753
81350161 -49.33233 -25.49753
81350162 -49.3387 -25.50058
81350163 -49.33908 -25.50058
81350164 -49.33953 -25.50059
81350165 -49.33981 -25.50205
81350166 -49.34018 -25.50207
81350167 -49.33789 -25.50242
81350168 -49.33824 -25.50195
81350170 -49.33149 -25.49834
81350190 -49.32927 -25.49895
81350200 -49.33584 -25.49728
81350210 -49.33042 -25.49739
81350220 -49.33002 -25.49624
81350230 -49.32575 -25.50225
81350240 -49.32863 -25.50536
81350250 -49.33017 -25.50881
81350260 -49.32995 -25.51396
81350261 -49.33233 -25.49753
81350262 -49.33827 -25.49767
81350263 -49.33874 -25.49772
81350264 -49.33921 -25.49776
81350265 -49.3397 -25.4978
81350267 -49.33914 -25.49926
81350268 -49.34026 -25.49785
81350270 -49.33373 -25.49774
81350274 -49.32197 -25.49095
81350280 -49.33512 -25.49767
81350282 -49.33233 -25.49753
81350290 -49.33577 -25.50187
81350320 -49.32961 -25.49991
81350330 -49.33488 -25.50084
81350340 -49.33506 -25.49859
81350350 -49.33459 -25.50598
81350360 -49.33544 -25.49166
81350370 -49.33539 -25.49298
81350380 -49.33509 -25.49813
81350390 -49.33503 -25.49903
81350400 -49.335 -25.49949
81350410 -49.33494 -25.49993
81350420 -49.33491 -25.50038
81350430 -49.33485 -25.50129
81350440 -49.33481 -25.50184
81350450 -49.33478 -25.50229
81350460 -49.33475 -25.50274
81350470 -49.33472 -25.50319
81350480 -49.33469 -25.50363
81350490 -49.33467 -25.50409
81350500 -49.33466 -25.50454
81350510 -49.33464 -25.50499
81350520 -49.33461 -25.50546
81350530 -49.33456 -25.50646
81350540 -49.33453 -25.50691
81350550 -49.33449 -25.50741
81350570 -49.32655 -25.50456
81350590 -49.33419 -25.51262
81350595 -49.33545 -25.51252
81350596 -49.33233 -25.49753
81350597 -49.33233 -25.49753
81350598 -49.33531 -25.51144
81350600 -49.33233 -25.49753
81350605 -49.33233 -25.49753
81350606 -49.33555 -25.50999
81350607 -49.33233 -25.49753
81350608 -49.33735 -25.51075
81350610 -49.33434 -25.51103
81350615 -49.33233 -25.49753
81350616 -49.33554 -25.51097
81350617 -49.33669 -25.51137
81350618 -49.33233 -25.49753
81350619 -49.33684 -25.512
81350620 -49.33233 -25.49753
81350623 -49.33901 -25.502
81350625 -49.33233 -25.49753
81350626 -49.33872 -25.50383
81350627 -49.3387 -25.50423
81350628 -49.3387 -25.50423
81350630 -49.33947 -25.50568
81350635 -49.34021 -25.503
81350636 -49.33733 -25.50464
81350637 -49.33233 -25.49753
81350638 -49.33233 -25.49753
81350640 -49.33944 -25.50613
81350641 -49.33841 -25.50699
81350642 -49.33233 -25.49753
81350643 -49.33233 -25.49753
81350644 -49.33233 -25.49753
81350645 -49.33865 -25.5066
81350646 -49.33862 -25.50701
81350647 -49.33233 -25.49753
81350648 -49.33233 -25.49753
81350650 -49.33233 -25.49753
81350655 -49.33233 -25.49753
81350656 -49.33233 -25.49753
81350657 -49.33233 -25.49753
81350658 -49.33233 -25.49753
81350660 -49.33233 -25.49753
81350662 -49.33233 -25.49753
81350665 -49.33233 -25.49753
81350667 -49.33233 -25.49753
81350668 -49.33233 -25.49753
81350669 -49.33233 -25.49753
81350670 -49.33233 -25.49753
81350675 -49.33233 -25.49753
81350676 -49.33233 -25.49753
81350677 -49.33845 -25.49338
81350678 -49.33894 -25.49334
81350680 -49.33963 -25.49249
81350685 -49.33233 -25.49753
81350686 -49.34082 -25.49262
81350687 -49.34049 -25.49261
81350710 -49.33233 -25.49753
81350711 -49.33233 -25.49753
81350712 -49.33647 -25.49616
81350713 -49.33233 -25.49753
81350714 -49.3365 -25.49705
81350715 -49.33649 -25.49802
81350716 -49.33648 -25.49847
81350717 -49.33694 -25.49938
81350718 -49.33639 -25.49893
81350719 -49.33233 -25.49753
81350720 -49.33233 -25.49753
81350722 -49.33953 -25.50059
81350725 -49.33233 -25.49753
81350726 -49.33645 -25.50071
81350727 -49.33647 -25.50116
81350728 -49.33649 -25.50165
81350729 -49.33651 -25.50202
81350730 -49.33233 -25.49753
81350731 -49.33875 -25.50336
81350736 -49.33694 -25.50464
81350737 -49.33705 -25.50731
81350900 -49.33233 -25.49753
81450000 -49.34755 -25.49772
81450010 -49.35249 -25.49334
81450020 -49.34873 -25.50189
81450025 -49.34838 -25.49971
81450026 -49.34755 -25.49772
81450027 -49.34755 -25.49772
81450028 -49.34871 -25.49923
81450040 -49.35263 -25.49007
81450050 -49.34654 -25.49891
81450052 -49.3472 -25.49849
81450060 -49.34582 -25.49993
81450070 -49.34755 -25.49772
81450080 -49.34755 -25.49772
81450090 -49.34755 -25.49772
81450100 -49.34755 -25.49772
81450110 -49.34755 -25.49772
81450120 -49.34755 -25.49772
81450130 -49.34755 -25.49772
81450140 -49.34755 -25.49772
81450150 -49.34755 -25.49772
81450160 -49.34499 -25.49885
81450170 -49.34554 -25.49869
81450180 -49.35048 -25.49322
81450182 -49.34755 -25.49772
81450183 -49.34755 -25.49772
81450184 -49.34755 -25.49772
81450185 -49.34755 -25.49772
81450186 -49.34755 -25.49772
81450190 -49.3466 -25.49557
81450191 -49.34755 -25.49772
81450192 -49.34755 -25.49772
81450194 -49.34755 -25.49772
81450195 -49.34755 -25.49772
81450196 -49.34755 -25.49772
81450197 -49.34755 -25.49772
81450200 -49.34599 -25.49512
81450201 -49.34755 -25.49772
81450202 -49.34755 -25.49772
81450203 -49.34755 -25.49772
81450204 -49.34755 -25.49772
81450205 -49.34755 -25.49772
81450220 -49.34566 -25.49312
81450230 -49.34458 -25.49827
81450240 -49.34442 -25.49758
81450250 -49.34826 -25.49603
81450260 -49.34463 -25.49667
81450280 -49.34959 -25.49068
81450285 -49.34959 -25.49068
81450290 -49.35263 -25.49034
81450292 -49.34755 -25.49772
81450294 -49.35372 -25.48806
81450296 -49.34755 -25.49772
81450300 -49.35149 -25.49033
81450310 -49.34821 -25.49207
81450320 -49.34717 -25.49465
81450325 -49.34755 -25.49772
81450330 -49.34503 -25.49507
81450340 -49.34878 -25.48987
81450350 -49.34835 -25.48983
81450360 -49.34755 -25.49772
81450370 -49.34711 -25.49403
81450380 -49.34964 -25.49553
81450390 -49.34484 -25.49955
81450400 -49.34772 -25.49387
81450410 -49.34408 -25.49818
81450420 -49.34379 -25.49953
81450430 -49.35008 -25.48959
81450440 -49.35092 -25.49029
81450450 -49.34784 -25.48979
81450460 -49.35001 -25.49334
81450470 -49.35187 -25.4935
81450480 -49.34862 -25.49365
81450490 -49.34749 -25.49293
81450500 -49.34772 -25.49387
81450510 -49.34784 -25.49432
81450520 -49.34439 -25.49501
81450530 -49.34422 -25.49569
81450540 -49.34705 -25.49672
81450550 -49.35104 -25.49518
81450570 -49.34914 -25.49566
81450580 -49.343 -25.50497
81450590 -49.34557 -25.49409
81450600 -49.35009 -25.49543
81450610 -49.3471 -25.49354
81450620 -49.34447 -25.50073
81450630 -49.34401 -25.49608
81450640 -49.34357 -25.49809
81450660 -49.34685 -25.49997
81450670 -49.34463 -25.49667
81450680 -49.34307 -25.49671
81450690 -49.34453 -25.49713
81450700 -49.35234 -25.49237
81450710 -49.34755 -25.49772
81450715 -49.34755 -25.49772
81450716 -49.34755 -25.49772
81450717 -49.34755 -25.49772
81450718 -49.34755 -25.49772
81450719 -49.34755 -25.49772
81450720 -49.34755 -25.49772
81450725 -49.34755 -25.49772
81450726 -49.34755 -25.49772
81450727 -49.34755 -25.49772
81450730 -49.34755 -25.49772
81450735 -49.34755 -25.49772
81450736 -49.34755 -25.49772
81450737 -49.34755 -25.49772
81450738 -49.34755 -25.49772
81450740 -49.34755 -25.49772
81450750 -49.34755 -25.49772
81450755 -49.34755 -25.49772
81450756 -49.34755 -25.49772
81450757 -49.35051 -25.49817
81450758 -49.34755 -25.49772
81450900 -49.34755 -25.49772
81452010 -49.36278 -25.5028
81452040 -49.35395 -25.50048
81452050 -49.36278 -25.5028
81452070 -49.36278 -25.5028
81452320 -49.36278 -25.5028
81452330 -49.36278 -25.5028
81452332 -49.36278 -25.5028
81452333 -49.36278 -25.5028
81452334 -49.36278 -25.5028
81452352 -49.36278 -25.5028
81452353 -49.36278 -25.5028
81452354 -49.36278 -25.5028
81452356 -49.36278 -25.5028
81452358 -49.36278 -25.5028
81452380 -49.36278 -25.5028
81452382 -49.36278 -25.5028
81452383 -49.36278 -25.5028
81452384 -49.36278 -25.5028
81452386 -49.36278 -25.5028
