"cep" "long" "lat"
81810536 -49.26765 -25.50369
81810540 -49.27284 -25.50639
81810550 -49.27226 -25.5078
81810560 -49.27167 -25.50599
81810570 -49.27046 -25.50474
81810580 -49.27081 -25.50819
81810590 -49.27225 -25.50957
81810592 -49.27781 -25.51235
81810600 -49.27225 -25.50957
81810602 -49.27781 -25.51235
81810603 -49.27781 -25.51235
81810604 -49.27781 -25.51235
81810610 -49.27004 -25.50373
81810630 -49.27149 -25.50234
81810640 -49.2714 -25.50122
81810650 -49.27047 -25.50132
81820000 -49.27147 -25.51634
81820010 -49.28726 -25.51649
81820020 -49.28439 -25.51846
81820030 -49.28676 -25.51914
81820032 -49.27147 -25.51634
81820036 -49.27147 -25.51634
81820038 -49.27147 -25.51634
81820040 -49.288 -25.5183
81820050 -49.28759 -25.51858
81820060 -49.28717 -25.51886
81820070 -49.28676 -25.51914
81820080 -49.28398 -25.51795
81820090 -49.27712 -25.51841
81820100 -49.27694 -25.51941
81820110 -49.27903 -25.52196
81820120 -49.27748 -25.52117
81820130 -49.27769 -25.52066
81820140 -49.27769 -25.52066
81820150 -49.2774 -25.51997
81820160 -49.27694 -25.51941
81820170 -49.2752 -25.51862
81820180 -49.27392 -25.51967
81820190 -49.27392 -25.51967
81820200 -49.27482 -25.52198
81820205 -49.27147 -25.51634
81820210 -49.28044 -25.51834
81820215 -49.273 -25.52112
81820220 -49.27388 -25.52267
81820230 -49.2749 -25.51828
81820240 -49.27454 -25.51781
81820250 -49.27417 -25.51735
81820260 -49.27377 -25.51689
81820270 -49.28277 -25.50878
81820280 -49.27252 -25.51327
81820290 -49.27176 -25.51383
81820300 -49.27138 -25.5148
81820310 -49.2717 -25.51828
81820315 -49.27093 -25.51582
81820320 -49.27301 -25.51595
81820330 -49.27338 -25.51641
81820340 -49.27243 -25.51779
81820350 -49.27112 -25.51866
81820360 -49.27049 -25.51949
81820370 -49.27049 -25.51949
81820380 -49.27019 -25.52132
81820390 -49.27165 -25.52033
81820400 -49.28106 -25.51794
81820410 -49.28211 -25.51926
81820420 -49.27147 -25.51634
81820430 -49.28106 -25.51794
81820440 -49.2798 -25.51877
81820450 -49.27905 -25.51929
81820470 -49.28271 -25.51884
81820480 -49.27482 -25.52198
81825000 -49.27654 -25.52782
81825010 -49.26811 -25.52222
81825015 -49.27654 -25.52782
81825020 -49.26779 -25.52264
81825030 -49.26758 -25.52305
81825040 -49.26742 -25.52351
81825050 -49.26733 -25.52399
81825060 -49.2671 -25.52446
81825080 -49.2688 -25.5249
81825090 -49.2732 -25.52364
81825100 -49.27054 -25.5228
81825110 -49.27161 -25.52428
81825120 -49.26968 -25.52381
81825130 -49.27441 -25.52627
81825134 -49.27654 -25.52782
81825140 -49.2688 -25.5249
81825150 -49.27135 -25.5273
81825160 -49.26793 -25.52596
81825170 -49.27095 -25.52536
81825180 -49.27071 -25.52692
81825190 -49.27135 -25.5273
81825200 -49.27313 -25.52592
81825210 -49.27654 -25.52782
81825220 -49.27001 -25.52787
81825230 -49.27708 -25.52834
81825235 -49.27654 -25.52782
81825236 -49.27654 -25.52782
81825240 -49.27758 -25.52863
81825250 -49.27758 -25.52757
81825255 -49.27654 -25.52782
81825256 -49.27654 -25.52782
81825260 -49.27814 -25.5279
81825270 -49.27378 -25.52715
81825280 -49.27276 -25.52903
81825290 -49.27407 -25.52765
81825300 -49.27379 -25.52803
81825310 -49.27445 -25.5284
81825315 -49.27654 -25.52782
81825320 -49.27432 -25.52731
81825330 -49.27379 -25.52803
81825340 -49.27241 -25.53
81825350 -49.27483 -25.52941
81825360 -49.27807 -25.52888
81825370 -49.27654 -25.52782
81825380 -49.27284 -25.52343
81825390 -49.2732 -25.52364
81825400 -49.27363 -25.5239
81825410 -49.27406 -25.52415
81830000 -49.26133 -25.52273
81830010 -49.26685 -25.51328
81830020 -49.26622 -25.5123
81830030 -49.26749 -25.51099
81830040 -49.27151 -25.51196
81830045 -49.26133 -25.52273
81830046 -49.26133 -25.52273
81830050 -49.27043 -25.51169
81830060 -49.26972 -25.51006
81830070 -49.26828 -25.51119
81830080 -49.26749 -25.51099
81830090 -49.2676 -25.50794
81830095 -49.26133 -25.52273
81830100 -49.26517 -25.51288
81830110 -49.26601 -25.50731
81830120 -49.26462 -25.50874
81830130 -49.26628 -25.50908
81830140 -49.26839 -25.50824
81830150 -49.26571 -25.50598
81830160 -49.26551 -25.5044
81830170 -49.26679 -25.5057
81830180 -49.26697 -25.50505
81830190 -49.26744 -25.51501
81830200 -49.26725 -25.51567
81830210 -49.26705 -25.51636
81830215 -49.26133 -25.52273
81830220 -49.26686 -25.51704
81830230 -49.26397 -25.51708
81830240 -49.26646 -25.51845
81830250 -49.26627 -25.51914
81830260 -49.26666 -25.51774
81830270 -49.26129 -25.52085
81830280 -49.26129 -25.52085
81830282 -49.2598 -25.51932
81830285 -49.25545 -25.51795
81830290 -49.25839 -25.52095
81830300 -49.26394 -25.52298
81830310 -49.26268 -25.52331
81830320 -49.25811 -25.52521
81830323 -49.26133 -25.52273
81830325 -49.26133 -25.52273
81830330 -49.25742 -25.52431
81830340 -49.25415 -25.52497
81830350 -49.2597 -25.52632
81830360 -49.25987 -25.52635
81830370 -49.25897 -25.52614
81830380 -49.25787 -25.52586
81830390 -49.25677 -25.5256
81830410 -49.25621 -25.52476
81830480 -49.26298 -25.52406
81830500 -49.26298 -25.52406
81830505 -49.26133 -25.52273
81830510 -49.26394 -25.52298
81830520 -49.25561 -25.52386
81830550 -49.26248 -25.52394
81830560 -49.25954 -25.52355
81830570 -49.26136 -25.52671
81830580 -49.26009 -25.52496
81830600 -49.26295 -25.51062
81830610 -49.26389 -25.51935
81830630 -49.2658 -25.52073
81830640 -49.26565 -25.52124
81830650 -49.27106 -25.51428
81830660 -49.2633 -25.52474
81830670 -49.26209 -25.52688
81830680 -49.2681 -25.50527
81830690 -49.25827 -25.52693
81830696 -49.25555 -25.52643
81830700 -49.2685 -25.52083
81830710 -49.25778 -25.5196
81830720 -49.26496 -25.52453
81830730 -49.26716 -25.52052
81830740 -49.26594 -25.52025
81850000 -49.24993 -25.53481
81850004 -49.24993 -25.53481
81850010 -49.25446 -25.53112
81850020 -49.25422 -25.53025
81850025 -49.2556 -25.53046
81850030 -49.25344 -25.53088
81850040 -49.25236 -25.52868
81850050 -49.25321 -25.52869
81850060 -49.25321 -25.53001
81850070 -49.25266 -25.53001
81850080 -49.25181 -25.52909
81850090 -49.25181 -25.52909
81850100 -49.25189 -25.53051
81850110 -49.25118 -25.52983
81850115 -49.24993 -25.53481
81850120 -49.24821 -25.52913
81850130 -49.24974 -25.53043
81850140 -49.24906 -25.53072
81850150 -49.25091 -25.53182
81850155 -49.24993 -25.53481
81850160 -49.25038 -25.53165
81850170 -49.2494 -25.53136
81850180 -49.24836 -25.53103
81850190 -49.24734 -25.53261
81850200 -49.2466 -25.53134
81850210 -49.24505 -25.53086
81850220 -49.24424 -25.53113
81850230 -49.24596 -25.53164
81850240 -49.24717 -25.53313
81850250 -49.2467 -25.53464
81850260 -49.24621 -25.53613
81850270 -49.24665 -25.53787
81850280 -49.24943 -25.53538
81850290 -49.24707 -25.53947
81850300 -49.24824 -25.53288
81850310 -49.2467 -25.53464
81850320 -49.24578 -25.53438
81850330 -49.24373 -25.53299
81850340 -49.24305 -25.5345
81850350 -49.24379 -25.53646
81850360 -49.24348 -25.53541
81850370 -49.24476 -25.53879
81850380 -49.24241 -25.53963
81850390 -49.24404 -25.53706
81850400 -49.24427 -25.53763
81850410 -49.24451 -25.53821
81850420 -49.24414 -25.53901
81850425 -49.2426 -25.54132
81850430 -49.24427 -25.5424
81850440 -49.24544 -25.54372
81850450 -49.24443 -25.54472
81850462 -49.25128 -25.53319
81850470 -49.2441 -25.54069
81850480 -49.24489 -25.53414
81850490 -49.2454 -25.53857
81850492 -49.24993 -25.53481
81850500 -49.24414 -25.53901
81850510 -49.24288 -25.53946
81850520 -49.24625 -25.54401
81850525 -49.24993 -25.53481
81850530 -49.24495 -25.54423
81850540 -49.24456 -25.53622
81850550 -49.25273 -25.52792
81850560 -49.24629 -25.54114
81850570 -49.24335 -25.54177
81850580 -49.2441 -25.54408
81850590 -49.24991 -25.53002
81850600 -49.24427 -25.5424
81850610 -49.24688 -25.54339
81850620 -49.25041 -25.53014
81850630 -49.24483 -25.53624
81850640 -49.25091 -25.53027
81850650 -49.24382 -25.54156
81850660 -49.24275 -25.54445
81850670 -49.24533 -25.54141
81850680 -49.24316 -25.54253
81850690 -49.24433 -25.54299
81850700 -49.25584 -25.52591
81850702 -49.25513 -25.52716
81850704 -49.25643 -25.52657
81850706 -49.25505 -25.52548
81850708 -49.25466 -25.52607
81850710 -49.25657 -25.5291
81850712 -49.25657 -25.5291
81850714 -49.25616 -25.52969
81850716 -49.25487 -25.52785
81850720 -49.24993 -25.53481
81850722 -49.25286 -25.52751
81850724 -49.24993 -25.53481
81850900 -49.24993 -25.53481
81860000 -49.236 -25.53869
81860010 -49.24078 -25.53307
81860020 -49.23808 -25.53376
81860030 -49.241 -25.53541
81860040 -49.24092 -25.53574
81860050 -49.23961 -25.53599
81860060 -49.23598 -25.53624
81860070 -49.23731 -25.53633
81860080 -49.23777 -25.53683
81860090 -49.23773 -25.53729
81860100 -49.23715 -25.53726
81860110 -49.23712 -25.53773
81860120 -49.242 -25.53681
81860130 -49.24188 -25.53747
81860140 -49.24182 -25.53813
81860150 -49.23722 -25.53585
81860160 -49.24063 -25.5374
81860170 -49.23838 -25.53859
81860180 -49.24047 -25.53939
81860190 -49.2411 -25.5401
81860200 -49.23838 -25.53859
81860210 -49.23915 -25.54065
81860220 -49.24707 -25.53947
81860230 -49.24186 -25.54196
81860240 -49.24195 -25.54243
81860250 -49.24226 -25.54344
81860260 -49.24102 -25.54203
81860264 -49.236 -25.53869
81860270 -49.23937 -25.54928
81860280 -49.23298 -25.55472
81860290 -49.23969 -25.53533
81860320 -49.24241 -25.53233
81860330 -49.24095 -25.53942
81860340 -49.24078 -25.53307
81860360 -49.23827 -25.53733
81860370 -49.23731 -25.53633
81860380 -49.23777 -25.53683
81860390 -49.2325 -25.54566
81860400 -49.24375 -25.54506
81870000 -49.28668 -25.52632
81870010 -49.29087 -25.52708
81870015 -49.28668 -25.52632
81870016 -49.28668 -25.52632
81870018 -49.28668 -25.52632
81870020 -49.29674 -25.52861
81870030 -49.28876 -25.52075
81870040 -49.2963 -25.52797
81870050 -49.29743 -25.52705
81870060 -49.289 -25.52825
81870065 -49.28668 -25.52632
81870070 -49.2892 -25.52974
81870080 -49.28827 -25.53035
81870090 -49.28894 -25.53222
81870095 -49.28668 -25.52632
81870100 -49.28684 -25.53054
81870110 -49.29129 -25.53146
81870112 -49.28668 -25.52632
81870120 -49.29145 -25.53021
81870122 -49.28668 -25.52632
81870130 -49.28666 -25.53153
81870140 -49.28623 -25.53291
81870150 -49.28357 -25.53292
81870160 -49.282 -25.53005
81870165 -49.28668 -25.52632
81870170 -49.2828 -25.52938
81870180 -49.28112 -25.52659
81870182 -49.28668 -25.52632
81870190 -49.282 -25.52627
81870200 -49.2824 -25.52567
81870210 -49.28358 -25.52637
81870215 -49.28668 -25.52632
81870216 -49.28668 -25.52632
81870220 -49.28535 -25.5239
81870230 -49.28407 -25.52584
81870240 -49.28662 -25.52652
81870250 -49.28932 -25.52719
81870260 -49.28646 -25.52452
81870270 -49.28709 -25.52589
81870280 -49.28872 -25.52581
81870290 -49.28985 -25.52647
81870300 -49.28941 -25.52472
81870310 -49.28983 -25.52409
81870320 -49.2916 -25.526
81870330 -49.29194 -25.52551
81870340 -49.27118 -25.34967
81870350 -49.29338 -25.52389
81870360 -49.29314 -25.52166
81870370 -49.28759 -25.52152
81870380 -49.28425 -25.531
81870390 -49.28755 -25.52092
81870400 -49.28607 -25.5228
81870410 -49.28528 -25.52226
81870420 -49.28668 -25.52632
81870425 -49.28104 -25.53287
81870430 -49.28719 -25.51963
81870440 -49.28519 -25.52106
81870450 -49.2831 -25.52373
81870456 -49.28668 -25.52632
81870460 -49.28281 -25.53212
81870470 -49.28421 -25.52255
81870480 -49.28239 -25.53245
81870490 -49.28876 -25.52075
81870492 -49.28668 -25.52632
81870494 -49.28668 -25.52632
81870496 -49.28668 -25.52632
81870500 -49.28101 -25.5243
81870510 -49.28929 -25.52087
81870520 -49.28817 -25.52028
81870530 -49.29006 -25.52057
81870540 -49.28212 -25.523
81870550 -49.28388 -25.53192
81870560 -49.2805 -25.53155
81870570 -49.29619 -25.52501
81870580 -49.28906 -25.52035
81870590 -49.28172 -25.52273
81870600 -49.28212 -25.523
81870620 -49.28192 -25.53117
81870630 -49.28572 -25.53234
81870640 -49.2839 -25.53373
81870650 -49.28206 -25.53208
81870660 -49.28354 -25.53155
81870670 -49.28319 -25.53119
81870680 -49.28159 -25.53156
81870690 -49.28111 -25.52376
81880000 -49.29175 -25.5427
81880010 -49.3003 -25.54241
81880020 -49.29708 -25.5348
81880030 -49.29909 -25.53341
81880040 -49.29895 -25.53526
81880050 -49.30029 -25.53404
81880060 -49.29801 -25.53504
81880080 -49.29764 -25.5363
81880090 -49.29612 -25.53625
81880100 -49.29698 -25.53628
81880110 -49.29788 -25.53686
81880120 -49.29851 -25.53729
81880130 -49.29994 -25.53826
81880140 -49.29861 -25.53674
81880150 -49.30046 -25.53767
81880160 -49.30127 -25.53779
81880170 -49.29695 -25.53904
81880180 -49.29731 -25.54201
81880210 -49.29635 -25.54255
81880220 -49.29922 -25.54087
81880224 -49.29175 -25.5427
81880230 -49.29856 -25.53927
81880240 -49.29779 -25.53916
81880250 -49.29668 -25.54063
81880260 -49.29751 -25.54077
81880270 -49.29459 -25.53949
81880280 -49.28467 -25.53977
81880290 -49.28685 -25.53846
81880300 -49.29579 -25.53809
81880310 -49.29214 -25.53598
81880320 -49.28602 -25.53535
81880330 -49.28751 -25.54018
81880340 -49.28849 -25.54031
81880350 -49.28943 -25.54045
81880360 -49.29064 -25.539
81880370 -49.29131 -25.54072
81880380 -49.29254 -25.53928
81880390 -49.29375 -25.53782
81880400 -49.2909 -25.53457
81880410 -49.28873 -25.53372
81880420 -49.2906 -25.53399
81880430 -49.28904 -25.53436
81880440 -49.28753 -25.53401
81880450 -49.28881 -25.53582
81880460 -49.28881 -25.53582
81880470 -49.29175 -25.5427
81880475 -49.29175 -25.5427
81880480 -49.30156 -25.54237
81880490 -49.29175 -25.5427
81880500 -49.29175 -25.5427
81880510 -49.29175 -25.5427
81900000 -49.28161 -25.54419
81900010 -49.26649 -25.53378
81900020 -49.2775 -25.53612
81900030 -49.2775 -25.53612
81900040 -49.2789 -25.53319
81900050 -49.27499 -25.53701
81900060 -49.27412 -25.53412
81900065 -49.26202 -25.52933
81900070 -49.27259 -25.53435
81900080 -49.27342 -25.5356
81900081 -49.28161 -25.54419
81900082 -49.28161 -25.54419
81900083 -49.28161 -25.54419
81900084 -49.28161 -25.54419
81900085 -49.28161 -25.54419
81900086 -49.28161 -25.54419
81900087 -49.28161 -25.54419
81900088 -49.28161 -25.54419
81900089 -49.28161 -25.54419
81900090 -49.27109 -25.53686
81900091 -49.28161 -25.54419
81900092 -49.28161 -25.54419
81900093 -49.28161 -25.54419
81900094 -49.28161 -25.54419
81900095 -49.28161 -25.54419
81900096 -49.28161 -25.54419
81900097 -49.28161 -25.54419
81900100 -49.27245 -25.53746
81900110 -49.2719 -25.5387
81900120 -49.27258 -25.53894
81900130 -49.27586 -25.53323
81900135 -49.28161 -25.54419
81900140 -49.27469 -25.53765
81900150 -49.27347 -25.54354
81900160 -49.27408 -25.53895
81900170 -49.27298 -25.541
81900180 -49.27314 -25.54176
81900184 -49.28161 -25.54419
81900186 -49.28161 -25.54419
81900190 -49.27486 -25.54243
81900200 -49.27702 -25.54121
81900210 -49.27862 -25.54024
81900220 -49.27963 -25.53862
81900230 -49.28104 -25.53898
81900240 -49.28031 -25.5388
81900250 -49.27709 -25.54426
81900260 -49.27866 -25.54449
81900270 -49.28161 -25.54419
81900280 -49.27866 -25.54449
81900290 -49.2794 -25.54459
81900300 -49.28161 -25.54419
81900310 -49.27838 -25.5461
81900315 -49.28161 -25.54419
81900320 -49.28035 -25.54239
81900330 -49.2813 -25.54253
81900340 -49.28041 -25.53997
81900350 -49.28252 -25.54107
81900360 -49.28306 -25.53732
81900370 -49.27008 -25.54127
81900380 -49.29254 -25.53928
81900390 -49.28161 -25.54419
81900395 -49.28003 -25.54058
81900400 -49.28817 -25.54186
81900402 -49.29003 -25.5427
81900405 -49.28161 -25.54419
81900410 -49.28374 -25.53963
81900420 -49.27385 -25.54277
81900430 -49.28275 -25.54274
81900435 -49.29075 -25.54447
81900436 -49.28938 -25.54481
81900437 -49.28161 -25.54419
81900440 -49.28006 -25.54396
81900442 -49.28161 -25.54419
81900445 -49.28161 -25.54419
81900446 -49.29126 -25.54547
81900450 -49.28359 -25.54611
81900460 -49.28441 -25.54134
81900470 -49.28535 -25.54147
81900480 -49.2863 -25.54161
81900490 -49.28668 -25.5449
81900495 -49.28857 -25.54517
81900496 -49.28161 -25.54419
81900497 -49.29068 -25.54543
81900500 -49.28161 -25.54419
81900505 -49.28945 -25.54298
81900506 -49.29044 -25.54311
81900510 -49.27465 -25.5429
81900520 -49.27475 -25.54001
81900530 -49.28302 -25.54373
81900540 -49.27526 -25.53547
81900550 -49.27208 -25.54006
81900560 -49.2711 -25.53841
81900570 -49.2753 -25.53633
81900580 -49.27324 -25.53926
81900590 -49.27839 -25.53647
81900600 -49.27289 -25.53168
81900610 -49.27943 -25.54227
81900620 -49.2697 -25.53989
81900630 -49.27779 -25.53676
81900640 -49.27469 -25.5409
81900650 -49.27443 -25.54338
81900660 -49.28232 -25.54219
81900670 -49.28265 -25.54597
81900684 -49.28161 -25.54419
81900686 -49.28161 -25.54419
81900690 -49.27072 -25.53926
81900700 -49.27616 -25.54081
81900710 -49.2732 -25.53305
81900720 -49.28022 -25.53355
81900725 -49.28161 -25.54419
81900726 -49.28161 -25.54419
81900727 -49.28161 -25.54419
81900728 -49.27791 -25.53226
81900729 -49.27726 -25.53262
81900730 -49.28161 -25.54419
81900735 -49.27627 -25.53228
81900736 -49.28161 -25.54419
81900737 -49.27448 -25.53109
81900738 -49.28161 -25.54419
81900739 -49.27168 -25.53069
81900740 -49.27079 -25.53154
81900745 -49.27813 -25.53174
81900746 -49.28161 -25.54419
81900747 -49.27649 -25.53178
81900748 -49.27528 -25.53194
81900749 -49.27289 -25.53168
81900750 -49.28161 -25.54419
81900760 -49.28161 -25.54419
81900765 -49.28161 -25.54419
81900766 -49.28161 -25.54419
81900767 -49.28161 -25.54419
81900770 -49.28161 -25.54419
81900775 -49.28161 -25.54419
81900776 -49.28161 -25.54419
81900777 -49.28161 -25.54419
81900780 -49.28161 -25.54419
81900786 -49.28161 -25.54419
81900787 -49.28161 -25.54419
81900980 -49.28161 -25.54419
81910000 -49.26007 -25.53331
81910010 -49.2692 -25.53769
81910020 -49.26965 -25.53518
81910030 -49.26904 -25.53498
81910040 -49.26682 -25.53829
81910050 -49.26711 -25.53768
81910060 -49.26797 -25.53726
81910062 -49.26007 -25.53331
81910070 -49.26747 -25.53709
81910072 -49.26007 -25.53331
81910073 -49.26007 -25.53331
81910074 -49.26007 -25.53331
81910076 -49.26007 -25.53331
81910080 -49.27144 -25.53515
81910085 -49.26007 -25.53331
81910090 -49.27003 -25.53374
81910100 -49.27177 -25.53448
81910110 -49.27191 -25.5326
81910120 -49.27059 -25.53398
81910130 -49.27003 -25.53374
81910140 -49.2694 -25.5335
81910150 -49.27028 -25.53013
81910160 -49.2698 -25.52997
81910170 -49.26932 -25.52981
81910180 -49.26884 -25.52964
81910190 -49.26776 -25.53081
81910200 -49.26853 -25.52899
81910210 -49.26864 -25.52733
81910220 -49.26816 -25.52715
81910230 -49.26768 -25.52696
81910240 -49.2678 -25.52929
81910250 -49.26583 -25.52861
81910260 -49.26057 -25.52881
81910270 -49.26441 -25.52716
81910280 -49.26372 -25.52744
81910290 -49.26396 -25.52897
81910300 -49.26318 -25.52769
81910310 -49.26386 -25.52843
81910320 -49.26396 -25.52897
81910330 -49.26404 -25.52952
81910340 -49.27191 -25.5326
81910350 -49.2642 -25.53062
81910360 -49.26426 -25.53119
81910370 -49.26481 -25.53342
81910380 -49.26425 -25.53334
81910390 -49.26234 -25.52997
81910400 -49.26183 -25.52979
81910410 -49.25974 -25.52905
81910420 -49.25954 -25.52954
81910430 -49.25953 -25.53039
81910440 -49.25876 -25.53144
81910460 -49.26021 -25.53319
81910470 -49.26097 -25.53345
81910480 -49.26247 -25.53397
81910490 -49.25929 -25.53372
81910500 -49.26034 -25.53458
81910510 -49.25765 -25.53418
81910520 -49.26121 -25.53572
81910530 -49.26052 -25.53414
81910540 -49.25923 -25.53521
81910550 -49.25911 -25.53417
81910560 -49.25749 -25.53461
81910570 -49.25873 -25.53353
81910580 -49.26199 -25.53516
81910590 -49.27095 -25.52983
81910600 -49.25676 -25.53336
81910610 -49.26721 -25.52677
81910620 -49.26007 -25.53331
81910630 -49.25693 -25.53292
81910640 -49.25709 -25.53251
81910650 -49.263 -25.53188
81910660 -49.263 -25.53188
81910670 -49.26272 -25.53491
81910680 -49.26007 -25.53331
81910690 -49.26498 -25.52688
81910700 -49.2685 -25.53296
81910710 -49.25851 -25.53206
81910720 -49.26153 -25.53499
81910730 -49.26712 -25.53237
81910750 -49.25896 -25.53097
81910760 -49.25581 -25.53255
81910770 -49.26864 -25.52733
81920000 -49.2512 -25.54379
81920010 -49.24994 -25.53728
81920012 -49.2512 -25.54379
81920014 -49.25053 -25.5351
81920015 -49.2512 -25.54379
81920016 -49.2512 -25.54379
81920017 -49.2512 -25.54379
81920020 -49.25103 -25.53738
81920030 -49.24845 -25.54352
81920040 -49.25118 -25.53869
81920050 -49.24974 -25.54319
81920060 -49.25626 -25.53596
81920070 -49.25056 -25.54258
81920080 -49.2512 -25.54379
81920090 -49.25657 -25.53754
81920100 -49.25205 -25.54236
81920110 -49.25475 -25.53988
81920120 -49.25607 -25.54017
81920130 -49.25329 -25.54199
81920140 -49.25222 -25.54503
81920150 -49.25905 -25.53897
81920160 -49.25672 -25.54119
81920170 -49.2618 -25.53965
81920180 -49.25439 -25.54273
81920190 -49.25567 -25.54243
81920200 -49.25611 -25.54272
81920210 -49.2512 -25.54379
81920215 -49.2512 -25.54379
81920216 -49.2512 -25.54379
81920220 -49.2512 -25.54379
81920230 -49.26558 -25.54009
81920240 -49.26587 -25.54048
81920250 -49.2512 -25.54379
81920260 -49.2512 -25.54379
81920270 -49.25965 -25.54281
81920280 -49.25828 -25.54415
81920290 -49.25855 -25.54454
81920300 -49.26195 -25.54274
81920310 -49.25311 -25.54592
81920320 -49.25501 -25.54545
81920330 -49.2544 -25.54633
81920340 -49.25468 -25.54672
81920360 -49.24873 -25.54666
81920370 -49.24934 -25.54532
81920372 -49.2512 -25.54379
81920375 -49.25007 -25.54525
81920380 -49.2512 -25.54379
81920390 -49.2512 -25.54379
81920400 -49.24825 -25.54277
81920410 -49.25016 -25.54348
81920415 -49.2512 -25.54379
81920420 -49.24864 -25.54187
81920430 -49.2544 -25.54633
81920440 -49.25394 -25.54481
81920450 -49.25226 -25.54314
81920460 -49.24904 -25.54098
81920470 -49.24819 -25.5404
81920480 -49.25743 -25.54656
81920490 -49.25033 -25.5406
81920500 -49.25992 -25.54814
81920510 -49.25267 -25.54101
81920520 -49.24987 -25.53911
81920530 -49.25287 -25.54055
81920540 -49.2722 -25.55132
81920545 -49.2512 -25.54379
81920550 -49.25627 -25.54148
81920560 -49.25344 -25.53957
81920570 -49.25563 -25.54046
81920580 -49.25996 -25.5432
81920590 -49.2566 -25.53933
81920600 -49.25433 -25.539
81920610 -49.25147 -25.53709
81920620 -49.26831 -25.54985
81920630 -49.25146 -25.53574
81920640 -49.25612 -25.53845
81920650 -49.26182 -25.54157
81920660 -49.26375 -25.54303
81920665 -49.25851 -25.53687
81920670 -49.26291 -25.54098
81920675 -49.25452 -25.53477
81920680 -49.2622 -25.53818
81920690 -49.27085 -25.54652
81920700 -49.2512 -25.54379
81920710 -49.25057 -25.54697
81920720 -49.2512 -25.54379
81920725 -49.2512 -25.54379
81920726 -49.2512 -25.54379
81920727 -49.2512 -25.54379
81920728 -49.2512 -25.54379
81920730 -49.2512 -25.54379
81920735 -49.2512 -25.54379
81920736 -49.25836 -25.53934
81920737 -49.2512 -25.54379
81920738 -49.2512 -25.54379
81920739 -49.2512 -25.54379
81920740 -49.2512 -25.54379
81920745 -49.2512 -25.54379
81920746 -49.2512 -25.54379
81920747 -49.2512 -25.54379
81920748 -49.2512 -25.54379
81920749 -49.2512 -25.54379
81920750 -49.2512 -25.54379
81920752 -49.2512 -25.54379
81920755 -49.2512 -25.54379
81920756 -49.2512 -25.54379
81920757 -49.2512 -25.54379
81920758 -49.2512 -25.54379
81920759 -49.2512 -25.54379
81920760 -49.2512 -25.54379
81920765 -49.2512 -25.54379
81920766 -49.2512 -25.54379
81920767 -49.2512 -25.54379
81920768 -49.2512 -25.54379
81920769 -49.2512 -25.54379
81920770 -49.2512 -25.54379
81920775 -49.2512 -25.54379
81920776 -49.2512 -25.54379
81920777 -49.2512 -25.54379
81920778 -49.2512 -25.54379
81925000 -49.2664 -25.54888
81925010 -49.25925 -25.54553
81925020 -49.25861 -25.54644
81925030 -49.26637 -25.54273
81925040 -49.26756 -25.54264
81925050 -49.25983 -25.54726
81925060 -49.26419 -25.54564
81925070 -49.26486 -25.54613
81925080 -49.27032 -25.54386
81925090 -49.26611 -25.54701
81925092 -49.2664 -25.54888
81925100 -49.2606 -25.54898
81925105 -49.2664 -25.54888
81925110 -49.26089 -25.54933
81925120 -49.26441 -25.54862
81925130 -49.2635 -25.54986
81925140 -49.2641 -25.55062
81925145 -49.26511 -25.54949
81925150 -49.26097 -25.5518
81925160 -49.26323 -25.53633
81925170 -49.26921 -25.54375
81925180 -49.27032 -25.54386
81925185 -49.27276 -25.54936
81925186 -49.27341 -25.54588
81925187 -49.2737 -25.54413
81925188 -49.27145 -25.54402
81925189 -49.27088 -25.5448
81925190 -49.26895 -25.54085
81925200 -49.26712 -25.54126
81925210 -49.26587 -25.54048
81925220 -49.26825 -25.54426
81925230 -49.26435 -25.54015
81925240 -49.26622 -25.54172
81925250 -49.26531 -25.5422
81925260 -49.26385 -25.54118
81925265 -49.27032 -25.54559
81925266 -49.27207 -25.54892
81925267 -49.27179 -25.54932
81925268 -49.26898 -25.54744
81925269 -49.26867 -25.54869
81925270 -49.26931 -25.54694
81925275 -49.2664 -25.54888
81925280 -49.26654 -25.54519
81925290 -49.26599 -25.5455
81925300 -49.2664 -25.54888
81925305 -49.2664 -25.54888
81925310 -49.26512 -25.54282
81925320 -49.26238 -25.54127
81925330 -49.26486 -25.54613
81925340 -49.26293 -25.54402
81925350 -49.26431 -25.54642
81925360 -49.25762 -25.5406
81925365 -49.27428 -25.5505
81925366 -49.27321 -25.55192
81925370 -49.26134 -25.54491
81925380 -49.26089 -25.54515
81925390 -49.26046 -25.54541
81925400 -49.26002 -25.54566
81925408 -49.2664 -25.54888
81925410 -49.2629 -25.55019
81925411 -49.2664 -25.54888
81925412 -49.2664 -25.54888
81925415 -49.27376 -25.5512
81925416 -49.27528 -25.55111
81925417 -49.27625 -25.55173
81925420 -49.25906 -25.5462
81925430 -49.25329 -25.54199
81925436 -49.2664 -25.54888
81925437 -49.2664 -25.54888
81925438 -49.2664 -25.54888
81925440 -49.25817 -25.54669
81925450 -49.25098 -25.54165
81925460 -49.25709 -25.5473
81925470 -49.25736 -25.54857
81925480 -49.25613 -25.54786
81925490 -49.2497 -25.54199
81925500 -49.26156 -25.55094
81925510 -49.26113 -25.5512
81925520 -49.26068 -25.55145
